ra,dec,sp_type,flux
215.77405781325,-27.754017252160004,"K4III",4.75
220.85567727263,26.527853383836113,"M3-III",4.79
222.57211788284,-27.960361231049998,"K2.5IIIbFe-1:",4.41
172.9533314481,-59.51564711643001,"A2Ia",5.14
182.06126930972,-48.69251140126,"B9.5/A0V",5.34
184.74900699601,-55.14298044423,"M1III",5.01
193.27877637169166,-48.94331288258333,"K3/4III",4.33
205.1844697399329,54.6816350097275,"M2III",4.66
206.88515734206297,49.31326672942533,"B3V",1.86
208.88494019857197,-47.28837451101241,"B2.5IV",2.55
215.08142780986415,-56.38649549140083,"B5II",4.35
219.89609628987276,-60.83752756558407,"K1V",1.33
221.62080455756,-47.44111756289999,"A1V",5.74
222.7196378915803,-16.041776519834446,"kA2hA5mA4IV-V",2.75
231.95730858154164,29.10569295567611,"F2VpSrCrEuSi",3.68
165.9319646738126,61.751034687818226,"G9III+A7.5",1.79
167.41586789931586,44.49848775473417,"K1III",3.01
190.47107061461998,10.2356257137,"A0Va_lB",4.88
221.3102522575375,16.964276615643886,"G8.5III",4.6
224.63302234983436,-43.13396384896446,"B2IV",2.68
231.82554358776,-36.76755964775,"B5V",5.45
237.81628864635454,20.977920432955003,"K4.5III",4.78
240.03053298351495,-38.39670506249139,"B2.5IV",3.41
174.61503105667794,8.13429428004139,"M4.5:III",5.36
187.52775831911,69.2011039547,"M3+IIIa",4.95
208.80059277674,-52.16082147991,"B9V",5.71
214.36854793707997,15.26338049573,"M3III",5.8
216.27636230594,-68.19533376819,"A1Iab/b",5.62
225.33260925311998,-2.75492280562,"K4/5III",5.52
226.56965572257,54.556317939550006,"G8IIIFe-1",5.25
230.03566104341996,29.616207017300002,"K0III",5.51
237.40502901603867,-3.4302043802099975,"B9.5III",3.53
238.64421749586,20.31096751605,"K8IIIb",5.44
239.6452773729,-24.831489368690004,"B5V",5.43
244.79672154213,49.03815837259,"K6III",5.91
245.4800609282779,19.153128540107776,"A9IIIbn",3.76
182.02175944332998,-50.66127095876,"B5V",4.47
200.14922006503957,-36.712304581225,"kA1.5hA3mA3Va",2.73
214.0036178170021,-6.000547078703056,"F7III",4.08
215.75932801672622,-39.51181793325,"B2V",4.42
217.9574555385208,30.371436570076384,"K3-III",3.59
224.84631460990997,4.56776059964,"M2.5III",5.93
230.4506246271504,-48.317630529697226,"G2-V",5.65
242.11698245115997,8.534310907539998,"M4IIIa",5.73
242.90848081090996,23.49480139974,"M3III",5.7
245.08667298220666,-78.69574842204916,"M4III",4.68
264.4613048316225,-8.118771748269722,"B8II((Mn))",4.62
266.61478040032705,27.720711383034715,"G5IV",3.42
211.33283724970335,-76.79676185989,"M6.5III:",5.5
214.04137401169996,51.36723019546999,"A7V",4.75
221.5247612470862,15.131780882534722,"M5+IIIab",5.63
235.0889795186,-73.44666720333,"B7III/IV",5.65
245.29714880583333,-25.592792076666665,"B1III+B1:V",2.89
249.2897502448742,-10.56708603964,"O9.2IVnn",2.56
250.33506495784,-48.76298068473,"O3.5-4III(f*)+O6IV",5.65
257.1966155398917,65.71464532697362,"B8III",3.17
269.44119030886577,29.24787944585528,"G8.5III",3.7
207.3613413833062,-34.45077353097945,"M5-III:",4.19
210.43127903188,-45.60340960604,"F7II/III",4.33
211.98231420818124,43.854452382092504,"M4.5III",5.28
218.88116266782998,-41.51744226349,"B7V",5.87
219.90205833170774,-60.83399268831004,"G2V",0.01
248.52091401572375,-44.04531127887388,"O9.7Iab",4.94
251.83190973418,-58.34144420074,"B0Ib",5.61
252.89050752178,-41.23053319986,"O8Iaf",5.22
253.50765574400458,-41.80638538865194,"B0.5Ia",5.45
203.67329732802997,-0.59581641612,"A2Van",3.38
206.42184974420917,-33.04371697217305,"F2V",4.23
208.91198185368998,-82.66619086568,"K2III:CN-1CH-2.5",5.94
218.0194653313254,38.3082480800211,"A7IV+(n)",3.02
233.54459368393248,-10.06453270847,"K1III-IV",4.62
241.8513625582242,-20.868764431784726,"G4II-III",4.33
247.3519154198264,-26.432002611950832,"M1.5Iab+B2Vn",0.91
248.1512165788667,11.488041151238058,"K4.5III",4.85
254.4170729283867,9.375029020125002,"K2III",3.2
209.66978618791669,-44.80358582416666,"B2IV-V",3.87
220.62675271705453,-64.97513301263639,"A7VpSrCrEu",3.19
225.48650960185543,40.39056857046112,"G8IIIaFe-0.5",3.52
229.23706629149999,-60.95725557726,"O8V",5.09
232.87842553883,-73.38959153989,"B2Vnpe",5.49
243.58641259114916,-3.6943257851008338,"M0.5III",2.75
244.75173504195993,-14.872813975050004,"K3IIICNVp",5.94
245.99785970199997,61.51420976085001,"G8-IIIab",2.74
255.0723889947846,30.926404226060278,"A0V",3.92
218.8767673375,-42.15782521722222,"B2Ve",2.31
224.36666996615494,-21.41547979591945,"K4V",5.72
229.7274220385625,-68.67954667374444,"A1V",2.89
231.23239085120377,58.966065864404726,"K2III",3.29
242.03161129716997,-26.32668091272,"M2III",5.38
245.62174300932998,33.70347908022,"K5III",5.39
247.16062326666164,41.88167914303528,"M6-III",5.01
268.38220642831584,56.87264192915222,"K2III",3.75
212.7103627392692,-16.3020307042407,"M2IIIa",4.91
224.39587328309622,65.93244851210666,"M4.5III",4.54
238.785675265,-63.43072653638888,"F1V",2.85
240.08335534565887,-22.621706426005783,"B0.3IV",2.32
248.14868926945,5.521219935990001,"B9.5III",5.63
252.66232706583997,29.806539688910004,"M1III",5.72
260.22585792146,24.49943577999,"A2V",5.12
265.24394331645,-32.21446232125,"K2IbHdel1",5.6
268.05692213753,-34.79919702547999,"B5IVp",5.9
212.07209479917998,49.45816567982,"M1.5III",5.25
252.54087838625,-34.29323159305555,"K1III",2.29
260.07862892281,18.057079294770002,"M2III",5.0
260.81698433435,-47.4681960227,"B1V",5.25
268.85495144838995,26.04999123824,"F2Ibp",5.36
269.62562336379244,30.189274347854443,"kA9hF2mF2(IV)",4.41
273.80377637136,-20.72826877788,"O9.7Iab",5.37
207.36933869583623,15.797904644250833,"K5.5III",4.07
214.16131285983997,-66.58789695796,"B2III/IV",5.75
214.88533222717996,-2.26551630578,"G9IIICN-0.5",5.14
221.5621810306004,1.8928838280086113,"A0IIInn",3.73
224.29582868978,-4.346458683819999,"F2V",4.49
228.57989792190997,-70.07947591614,"C5,5",5.81
229.70476361891,-60.496332211950005,"O8IV((f))",5.46
234.5133623464971,-42.56733568869945,"K3III",4.33
247.55198028769166,-25.115221268905003,"B2.5V",4.79
253.74377127994,-41.15085918767,"O8Iape",5.77
226.0175617057,-25.28196957961,"M2.5III",3.21
239.02463055140998,-60.48248462685,"A1IV/V",5.76
241.52662138516,-23.606347122610003,"B8V",5.92
244.31396303711,59.75501684316999,"M4III",5.4
253.49886304786997,-42.36202981513001,"B1.5Ia+",4.79
257.5945287106208,-15.724906641710527,"A2IV-V",2.42
271.83743686336254,9.563846726640831,"A5V",3.73
218.66508618453997,49.36835357935,"M1III",5.74
220.7650999448383,-5.658201376752223,"F2V",3.88
229.25172424914246,-9.382914410334685,"B8Vn",2.62
231.44748901928997,15.428036351079996,"M1III",5.17
233.81216090033996,39.01006741863,"M1.5IIIb",5.11
236.54689658602248,15.421819296846387,"A2IV",3.67
242.19240090854004,44.93490593204,"B9VspHgMn",4.27
256.20563190364,-34.12292824455,"B2Iab",4.87
261.47651858884,16.917577779220004,"M4-5III",5.98
269.7566342235884,-9.773633604669445,"G9IIIa",3.34
233.23242559618694,31.359132267070578,"B6Vnne",4.13
238.4564080092892,-16.729297046860832,"G9IIIb",4.16
242.18216786059,-23.685412072569996,"B9V",5.88
248.97063688749995,-28.2160170875,"B0V",2.81
251.45788311706002,8.58261352458,"K5III",5.15
266.89009978762,-27.830787716359996,"F7II",4.54
267.4645037403808,-37.04327637830389,"K2III",3.21
233.61047585937996,-9.183438947580001,"B5V",5.17
240.85078968838295,-38.60253931720889,"B5/7III/IV",4.89
243.86931238958996,18.80808822064,"K3III",5.69
247.5550013403688,21.489610745563056,"G7IIIaFe-0.5",2.77
262.77463997460376,-60.68384495524666,"B8Vn",3.62
269.98419001828995,45.50137751138001,"M0III",5.67
271.65778414428,-50.09147988308306,"B0.5Iab",3.66
233.50711546224,-40.066432859680006,"M2III",5.82
251.94341675687997,5.2467475936,"A1VpSi",5.24
260.08800452082,46.24077866231,"M0III",5.59
261.69227212225,34.69580108275,"A0V",5.94
271.25511014821,-29.580089506210005,"G0Ib/II",4.69
294.86038592205,42.81826140669,"B9III",5.4
296.4164467086,7.613157314860002,"A3IV",5.91
239.71297182416666,-26.114107945,"B1V+B2:V:",2.91
248.03416825649919,-21.466403368627223,"ApSrEuCr",4.45
266.9731691245113,2.7072791218991665,"A1VnkA0mA0",3.75
292.66598704309166,-2.7888874551094442,"K5III",5.03
297.76711795234,22.610048054990003,"B2.5Ve",4.96
299.68928429315497,19.492146130476666,"M0-III",3.47
259.7659897989304,-46.63623344916972,"G9V",5.48
263.67705055724,-32.58166540311,"O7V",5.7
274.9654546035813,36.06454748289472,"K2-IIIabCN0.5",4.34
282.44132594672,32.81281845627999,"B3IV",5.91
286.56224439258,-4.88256274593,"B8.5V",3.43
293.6454043779,19.773400633919998,"B8IIIn",5.0
272.02074505330586,-28.45709265001583,"G7:IIIbCN-1CH-3.5HK+1",4.56
275.38609810309964,49.12159267363778,"M2III",5.05
284.4325007886946,-21.1066575942875,"G8/K0II/III",3.51
244.58037593556583,-4.692513152746668,"G9.5IIIbFe-0.5",3.23
245.15905738420497,-24.16930429935139,"A5II",4.57
246.35397780919,14.033267242409998,"A2VpCrSr",4.58
247.92403654832998,-41.81714793491,"B1Iaeqp",5.39
250.7240206060716,38.922254919646385,"G7IIIFe-1",3.5
254.99044599421998,-25.09219951502,"M1/2III",5.86
255.78279625863996,14.091948331689998,"M3-III",4.98
270.16131578875,2.93156483414,"B4Ib-II",3.93
274.29844600569,-17.373892025339998,"K2III",5.75
275.72114764676,-36.66955557253,"B7Ib/II",5.34
283.55519690051,27.909527258610005,"K4III",5.62
288.85358093235,30.52638274889,"M0III",5.85
295.45397291507,50.52506098244,"G1.5Vb",5.95
246.75598154079785,-18.456249989236664,"B2Vne",4.43
261.6578398576724,-5.086598463661944,"F3V",4.54
269.06325406138296,37.250536666711376,"K1IIaCN2",3.88
276.99266966041665,-25.421698496944444,"K1IIIb",2.81
286.17075850011827,-21.741495958675554,"G9IIIb",3.77
286.65722641389,28.628595114880003,"F0III",5.55
290.4317608155338,-15.955017423970556,"B2Vp_sh",4.61
290.39799262491,76.55959921158,"C-N5",5.94
292.68915075746,27.96527475517,"B8Ve",5.11
259.41772165855,37.291506287580006,"A2V",4.65
260.502413945,-24.99954638166667,"OB",3.26
270.96852085459,-24.36073118167,"O4V((f))z",5.97
275.924540442535,21.769752669179447,"K2IIIab",3.84
286.24114462673,31.74407087999,"M0III",5.56
288.3146766774062,-12.282580653911944,"K3III",5.51
299.00526206144,16.63479501567,"F7Ib",5.36
305.1658991456237,-12.759080634501943,"B9IV",4.76
317.39853468273077,-11.371690400280835,"K0III",4.52
258.7579607430354,24.839206966655976,"A1IVn",3.13
260.1648643743333,32.46774387746111,"G0V",5.39
261.3249491888263,-55.529881687777774,"K0/1Ib",2.85
275.07464556921,21.961296409390005,"M1III",4.96
291.61952711619,19.89149495196,"M0III",5.87
318.23410828951364,30.226898680620003,"G8+III-IIIaBa0.5",3.21
261.62866972302993,4.14035937929,"K2II",4.31
262.8539744625691,-23.962643000745558,"A0V",4.81
277.8434397015254,-62.278302707725004,"B7III",4.64
286.35253339791666,13.86347728111111,"A0IV-Vnn",2.99
295.02413054827,18.01389072819,"G1II",4.38
297.6413389293104,32.91404875869277,"S6-9/1-2e",4.24
299.93407914614124,-35.27630831684028,"B3IV",4.37
300.3689347584199,64.82097632928,"M1III",5.27
263.9149639867754,-46.50568440305083,"A0V",4.59
265.31767951078,-46.92183644873,"A0V",5.79
284.65186493933,-60.20054790136,"K2IIICNIV",5.14
286.42158421245995,-15.660419596939999,"B8III(pSi)",5.97
288.16963243902,-7.939517718020002,"B2/3II",5.34
297.64164771248,38.72241809232,"M2III",5.12
301.0964616007,-0.70930849573,"K3III",5.68
308.30322026626874,11.303266387445278,"B6IV",4.03
309.68327716413,13.31512651698,"K3Ib",5.71
270.01423548896,16.750917942879997,"K0.5IIb",4.67
271.59883132989,-36.01978627702001,"G1V",5.95
275.53625218856,23.28517468228,"K5III",5.41
278.19231163461995,23.616797141189995,"K5III",5.84
281.08066870117335,-35.641988399472496,"B2V",4.87
287.06959111015,-19.290288321530003,"B2Ve",5.49
288.1387557204383,67.66153865705445,"G9III",3.07
291.3745891389376,3.114779474957126,"F1IV-V(n)",3.36
295.26224564633,17.476042411220003,"G8IIIaCN0.5",4.38
296.24365384430797,45.13081463141527,"B9.5IV",2.87
297.65718136967536,52.98799731814,"K3IIICN2",5.03
300.24573434842,8.55773637129,"K5III",5.91
304.41195470044,-12.50821218603,"G3Ib",4.27
271.45203374499994,-30.424089849444446,"K0+III",2.99
281.61914094230997,-0.9616924715700002,"kA3hA5VmA6",5.9
284.56145126729996,17.360915988230005,"F6Ib",5.38
295.93790234265,41.773111015910004,"M0III",5.84
305.9715694156583,-42.42287154722226,"A5V",5.64
309.3918007182825,-47.29150144924972,"K0III-IV",3.11
281.51866455831,26.662128907930004,"K2III",4.84
289.0920557052191,38.1337420450175,"K0II",4.38
293.42335852847,49.26231875403,"M4.5III",5.96
297.99611984945,47.02733863304,"O9.5Iab",5.63
304.4466748889121,38.03293031463083,"B1-2Ia-0ep",4.82
312.2345483006,46.11413434584,"B2.5Ia",4.86
323.4952210208758,45.59183890429417,"G8IIIFe-0.5",4.02
331.28662397211997,62.27981460275999,"O9Ib",5.11
332.10804802652206,-34.04384057504694,"K4III",4.99
275.34577600080996,-18.86000179179389,"F8II",5.75
281.41552366368626,20.54630919062889,"F5.5IV-V",4.19
284.16869138651,-37.34325035042,"B3V",5.38
284.90565157804997,15.06828104146,"K1-IIICN0.5",4.02
285.420120295185,-5.739089504799445,"K1III",4.02
287.440970525,-21.023613981944443,"F2II-III",2.88
289.05432998546,21.39042903203,"B4IV",4.77
288.88743875065,73.35552175418,"K2+IIIbCN1",4.45
291.53802886452,36.31789781871,"B8pSi(FeII)",5.15
304.9024776324,47.89419352273,"C9,2e",5.9
319.84258655844167,64.87185701188666,"B3IVe",5.18
272.97565259927,31.40534897706,"M3III",4.97
277.85705801878,-10.79583566012,"B2V+",5.72
278.8017798215825,-8.24407051095861,"K3III",3.83
283.77973942564,-22.671283787580002,"K3-II-III:CN1Ba1",4.98
290.4181660991359,-17.847198585185275,"A9IV",3.93
309.5845187022,-1.10511725043,"G7.5IIIa",4.33
311.9189565534167,-9.495776926900833,"B9.5V",3.77
313.95751655382,47.41765669262999,"B7Ia",5.64
320.19008098640995,-40.80961670725999,"ApCrEuSr",4.82
326.12789917532706,17.35001747222167,"G5Ib",4.35
328.12465334104,28.79354185549,"F2V",5.53
333.9924037482759,37.74873522918861,"K3-II-III",4.15
282.51997976764824,33.36266676977778,"B8.5Ib-II",3.42
303.00292297134,26.47880660233,"B7Ve",5.92
322.88971698347876,-5.5711748280636115,"G0Ib",2.89
324.4379573858483,-7.854201596771944,"K0III",4.69
337.66175584903,-10.6779180573,"A0IVs",4.81
342.50080447836956,24.601581283481668,"G8+III",3.48
351.34492863566044,23.40410081022638,"F8III",4.4
276.49494575693996,29.82893027789,"A2IV",5.83
286.73501297132,-27.67041563722,"K1.5IIIb",3.31
291.37358156858,-23.962453665290003,"K3III",5.43
317.58541696715,10.13158110216,"A9VpSrCrEu",4.68
337.3826173137183,47.706905899615,"K9Ia+B2V",4.37
339.71444441216,-33.08134633197,"A0V",5.66
341.02282798775,41.81923481477,"G8III",5.08
343.80695367221,8.81618146013,"A1V",4.9
349.291404638535,3.282290469004722,"G9III:Fe-2",3.7
353.2427529291475,-37.81828488197584,"B9.5IIIpHgMnSi",4.37
284.69551694637,13.90665047547,"A7VpSrEu_Ksn",5.89
291.36917783238,19.79835282752,"G9III",5.16
294.11055446568747,50.22110138999945,"F3+V",4.48
311.852240262079,36.49071491221397,"B5V",4.54
325.8769148160595,58.78004609373167,"M2-Ia",4.08
328.8791656633895,65.3208094993011,"B2Ve",5.86
331.41979568426,5.05853016411,"K4III",4.84
345.02125509105997,56.945375243419996,"G4_0",5.13
348.13751463414246,49.40620720203916,"F1V",4.52
275.3275020516146,-2.8988279698980564,"K0III-IV",3.25
281.19315450619,37.60512165338167,"kA5hF0VmF3",4.36
316.6260175130399,31.184656360129992,"F7II-",5.82
326.2367069546779,-33.02578182224082,"A0IV",4.34
326.76018433125,-16.12728708527778,"kA5hF0mF2III",2.83
336.23486945563326,-57.79745588794416,"G2IV-V",5.31
337.31739147484666,-43.49556159542195,"G6/8III",3.97
338.96707938849,39.62814992738,"B1.Vs",5.67
340.12857697935914,44.27630746036666,"K2.5III",4.46
345.96922173068,3.8200456395047224,"B6Ve",4.52
283.68702078975,22.645075413740003,"G8III+:+A0.5",4.6
288.42792164863,2.2936973048900002,"B8III",5.15
303.30785352675,-1.00936338722,"K4III",5.47
305.02504865138,68.88031782575,"M4.5-M5III",5.55
309.3872554152033,14.5950887473128,"F5IV",3.63
314.14490794294994,44.92472246998,"O6.5V((f))z",5.96
331.95959948133,21.70292674519,"B7Vne",5.78
353.74601163121,71.64204416773,"G9Ib",5.84
290.65958004976,-44.45895838469,"B9V",4.01
293.5223041337724,7.378940091535001,"K3-IIIbFe0.5",4.45
311.21880312981,25.27062987318,"K1III",4.91
312.86765990349,28.25050545082,"F5Ib+A0.8V",5.77
313.64016323023,28.05762369291,"K4III",5.01
316.1012368913642,-19.855091882216946,"A5V",4.84
322.1649868804167,70.56071518916666,"B0.5IIIs",3.23
324.0104058933008,45.37458980029834,"M4e-M6eIII",5.38
332.05826969609114,-46.96097438191952,"B6V",1.71
332.49684591383624,33.178222333123884,"F5II-III_sh",4.29
342.39792075111455,-13.592628543936945,"M0III",3.98
296.5649123092774,10.6132587226325,"K3II",2.72
297.69582729638694,8.868321196436963,"A7Vn",0.76
298.81539480844083,-41.868304455765,"K0II/III",4.13
305.96505748844504,32.190133789770556,"K2.5IIIFe-0.5",4.44
313.47454867337,33.43789256091999,"K5III",5.47
314.95647551979,47.52093437401,"B1.5Vnne",4.75
324.48010058101,62.08194177133,"B2Ib",4.73
341.41993574073996,-46.54732418903,"K2III",5.51
346.7780911960067,25.468270516988333,"K0.5II:Ba1CN-2CH-0.5",4.74
354.39101158367913,46.45815131141917,"G8IVk",3.82
0.49008113222000005,-6.01407055668,"M3III",4.41
298.5344857040399,-8.57421087533,"K5III",5.79
304.52911748648955,40.73208336777597,"O9IV(n)+B1.5V",5.84
305.93487102610993,37.47644707105001,"B2IIIe",5.9
312.95537723912,-26.91913484546,"M0IIIBa0.5",4.12
316.7819506660321,-25.00585263557027,"M1-III",4.5
320.5616499287887,-16.834543892793892,"G7IIIFe-1.5",4.27
321.66679439709753,-22.41132034516556,"G4Ib:Ba2",3.74
325.0226892543413,-16.66237119824361,"kF0hF1VmF2",3.67
298.00664297035,24.99216317561,"A2Ia",5.57
300.7044618618392,67.87356411482388,"K2+IIICN1Ca1",4.5
304.5135649821425,-12.544852120195275,"G9III",3.58
305.25277749238,-14.78140760208,"G9II:+B8p:Si:",3.08
310.01226805726,-18.13865741239,"M1III",5.1
313.7024920504803,-58.45414476248056,"K1II",3.65
324.7400815716799,57.4890427823,"O6.0V((f))+O9:V",5.62
326.04648391416663,9.875008653333333,"K2Ib-II",2.39
328.72147453372,56.61122639582,"B7Iab",5.8
337.50756023151,32.57263847719,"B9.5V",5.65
303.8680175512,47.71422609236,"K7Ib-II+B1V",3.98
313.31149497037376,44.38726329637638,"B5V",4.77
325.3869116932721,-14.047612442258888,"G2IV",5.18
331.60928058509376,-13.869680561132501,"B8V",4.27
340.66687612556166,-46.884576444824646,"M4.5III",2.11
342.4200728828125,66.20040505350917,"K0-III",3.54
344.10832662542,49.73354408009,"K5Ib",4.94
345.9435727452067,28.082787124606668,"M2.5II-III",2.42
302.1817036316884,-66.18206743589695,"G8IV",3.56
302.82619454879625,-0.8214635937475,"B9.5III",3.22
303.942263318,27.81419889336,"K3-IIIFe-1",4.52
307.39543861014,62.99411033485,"A7III",4.22
323.69411193909,38.53406678887999,"K0.5IIIFe0.5",4.91
329.1630895679788,63.625550454566664,"M2Ibep+B2?ep_sh",4.9
331.4459814409479,-0.3198509554241667,"G2Ib",2.94
332.5499525505046,6.1979215882049985,"A1Va",3.55
336.96467965109747,4.695667905682223,"K1-III-IV",4.8
341.63282462498836,23.565656099650834,"G8IIIaCN0.5",3.93
346.19022269142596,15.205267147927536,"A0IV",2.48
305.51429344192,24.446101386289996,"B6IVe",5.56
316.23274973463543,43.92785334950944,"K4.5Ib-II",3.73
326.36218806843,61.12080560639389,"A2Iae",4.29
337.8229225889383,50.28249164252277,"A1V",3.77
340.43918403521,29.307675284260004,"A1IV",4.79
356.59798519723995,3.4868108470199997,"C-N6",5.02
310.35797975307673,45.280338806527574,"A2Ia",1.25
328.48215125261004,-37.36487221701779,"B8IV-Vs",3.01
334.20848618584,-7.783288742531944,"G9II",4.16
339.3434079935154,51.54512102229361,"A9VkA7mA6",4.63
340.75053685395,30.221214713719995,"G8II+F0V",2.95
344.4126927211701,-29.622237033389442,"A4V",1.16
345.4802708143367,42.32601551823333,"B6IV/V_sh",3.62
351.51160776192575,-20.642017986579994,"K4.5III",4.39
0.45603380293,-3.02750328334,"B7III-IV",5.1
307.82840228183,49.22029549804,"M2III",5.44
309.47803207124,18.26858187279,"M6III",5.89
311.8522149781196,36.49069443250668,,4.76
311.9343269618446,-5.027701147756111,"M3III",4.44
314.2934113771354,41.16713095223666,"A0IIIn",3.94
318.6200637820833,10.006979410555555,"F7(V)+G0(V)",4.49
332.71365710650707,58.20126183406695,"K1.5Ib",3.35
337.4393047889025,-43.749218877369444,"M4.5IIIa",4.11
