ra,dec,sp_type,flux
356.81629970004,-11.91112812661,"K0III",5.731
69.72312562348,-12.123074479879998,"A0V",5.002
187.43016689006,20.89610812258,"A3V",5.679
226.35764371997996,48.15097021154,"A0Vs",5.577
235.65965209149994,-37.42493921246001,"G8/K0III",5.24
112.48315488244,49.67245940035,"F6V",5.357
267.10319947568,20.56543970019,"G5IV",5.687
46.63955997772,-6.088549758010001,"M2/3II",5.256
123.45910540972,56.45225111379,"G9III",5.85
327.89270257332,19.826681985110003,"B8III",5.768
254.89603381878212,-53.16043786885306,"K3III",4.05
146.62654351376,-44.75505997588999,"B2V",5.55
52.71544952956,-66.48971184276,"B8IV",5.8
89.76797220262,-9.55825277904,"A3III",5.029
325.54213555265,1.28525415301,"K2(III)",5.641
159.64561530687,-16.87656518643,"G8IIIb",4.903
80.70964259549,41.029259679309995,"A3V",5.542
284.1071597504899,65.25808452928,"G8III",5.621
87.4729342744,-22.971881250060004,"A1V",5.861
59.119549130962085,35.08089317928111,"B1.5V",5.488
114.47436990781,48.77384326465,"A5m",5.906
91.97024800641,-42.15404119078,"A0V",5.492
294.39338985811,-14.30179948568,"F7V",5.451
29.482153088393332,23.596062782928055,"F0V",4.766
112.44908972974333,12.006563320020556,"K1III",4.531
278.0888794852267,-39.70400076634167,"A3V",5.155
33.56058677437,-67.84144017049,"M1-III",5.559
143.63603167411,-5.91495011854,"K1II/III",5.548
206.74906147708,38.5426958834,"K0III",5.501
148.71346133017,-50.24396025634,"A0V",5.705
171.38790661214,-37.74757464996,"M3III",5.918
190.90853976681998,-1.5769957397900003,"G8III",5.918
94.99831543806751,-2.944493558354723,"K5III",4.899
241.58198655411996,67.81013521233,"A0Vn",5.441
354.83807236799,74.00267755738,"G8III",5.973
258.32449167556996,-67.19659002367,"K0/1III",5.873
34.819987198198,47.3799758983489,"A0V",5.31
32.80022860206001,25.936942264989998,"K4III",5.999
131.67425181855,28.759893136039995,"G8IIIaBa0.2",4.018
72.86756850958334,-34.90628724166667,"A2/3V",5.833
134.39666532058,15.581284925840002,"F0IV",5.677
142.19627238442,-62.27313532456001,"K1III",5.904
253.0839388325,-38.017534955277775,"B2IV",3.542
34.49953011256001,57.89982132122001,"K3III",5.748
275.91491107595,-8.93448656463,"G9-IIIbFe-0.5",4.664
237.23665398594,-3.8185105382800004,"A5IV-V",5.524
45.73276349637,-46.97502739329,"K2/3III",5.799
40.05175421028,-9.45287092506,"F8VFe-0.4",5.79
70.83997717976,49.973787899639994,"B9III",5.856
128.41012936963,-38.84881275644,"B5III",5.908
228.79732046437,4.93935543123,"K0III",5.337
231.88782736378994,-64.5314998497,"K5/M0III",5.706
103.32838410204,-19.032694223680004,"A9/F0III",5.648
67.13383772729,1.38082529384,"B5III/IV",5.532
310.34857359461,-31.598287066119997,"M1III",5.74
343.52909491785994,40.37687034487001,"K0III",5.805
158.70005634063,6.95375027836,"G8.5IIIFe-1",5.07
144.59073494214,40.23979332701,"F0V",5.276
278.49069295918,-33.01656026902,"B2III/IV",5.276
91.53909069845,-66.03962089776,"A0V",5.69
35.70959758296,41.396293755959995,"F0III-IV",5.795
91.36324410849,-35.51364695243,"A0V",5.795
47.92780866436999,81.47071101275,"A7III-IV",5.907
284.61570356773376,-52.938627497580555,"B9.5IV/V",4.838
117.39750645649998,-33.28895038408,"M0III",5.585
38.94508859319,34.68754991619,"M3III",5.374
330.27089693754,0.6047180014000001,"K2III",5.597
303.8490362817,33.729085884199996,"G8III",5.698
118.16102873591504,-38.86281460759139,"B2V",4.474
315.74147079938,-38.63144437321,"F5V",5.305
311.88939553005,80.55225996903,"K1III",5.371
303.81623356562915,25.591961911578053,"B3V",4.75
277.39879287559995,23.86619842199,"B6IV",5.863
298.02985934874,47.9317949462,"B2III",5.897
24.62882459768,73.04003821568,"G7III-IIIb",5.281
161.02875518967625,-63.96107482499694,"B3/5Vn",4.789
304.50582044451,-21.809958375770005,"G8III",5.851
56.53901528899,6.803524664910001,"G9III",5.922
150.70395671117,21.94925727461,"B2V",5.663
110.51090668198,36.76058360245,"G8III",5.12
326.25106113622,-9.08242767233,"G7.5II-IIICN0.5",5.079
88.11016073755,1.85513786428,"K2-IIb",4.75
331.25207849002993,62.78567119751,"K4III",5.265
335.87853696135,-24.762662823979998,"K0IIICNII",5.527
73.82774096646,-16.417770659690003,"G6/8III",5.715
73.13317666869,14.25064208505,"M3SIII",4.721
60.78907977626709,5.989300702002499,"A0.5Va",3.883
320.99510966224,24.2741362306,"F1IV",5.688
150.50040061418,-60.42089089601,"F0II",5.928
272.80733845863,-45.95441177376,"K0III",4.508
327.5360703782029,17.28569480478722,"F2III-IV",5.336
94.90571929954999,59.010981002848894,"A2Vs",4.434
178.91721192764,-28.47710390757,"K4III",5.893
337.15696013784,-67.48906095123,"A3/5V",5.564
32.89931236669,-1.8254269234000002,"K0III",5.933
261.80192088403,-50.63037272641,"B9II",5.898
52.65397501117,-47.37512476434,"A1V",5.968
88.09288097237,14.17178566294,"A0VpSiSrCr",5.586
280.9455916034,-38.32344189614,"A0/1V",5.111
230.65523246177,62.0470638648,"A0p(SiHg)",5.986
357.99099528799997,2.9303864325699998,"K4IIIBa1",5.554
112.49884418116,-52.65115681852,"K0III",5.863
122.36889507583,-16.24891827288,"B3/5V",5.65
76.31748142113,-26.15239035298,"K2III",5.695
116.02881237863998,25.784160123099998,"K4.5III",5.289
39.400287798419996,65.74533597132,"K5III",5.781
15.726061275980001,41.34521355015,"kA3hA7VmA9",5.932
71.57011225648,18.73469213442,"K4III",5.981
92.44981217661,-22.77433980451,"F5V",5.717
184.70827162004997,75.16056071392,"A1V",5.46
90.20487471934,-51.21632068143,"A1mA3-A7",5.647
85.61020222306,65.69764926891,"K5III",5.609
131.51031597383,-2.0486558042100005,"K1III",5.685
4.287683471379999,47.94740610185,"B7III",5.852
315.29553227228,46.15577644186,"B1Ve",5.432
118.37420066092001,26.765781406390005,"A5IV",4.963
120.68659685265001,-41.30982528576,"B9pSi",5.497
35.48594849934,0.39567238831,"M1/2III",5.287
262.69828949282,86.96804756796,"kA2hA9mF0",5.756
218.66041571311,36.62606349971,"K5III",5.999
38.27927460235,-34.64996722078,"K0/1III",5.889
242.24533046744995,3.45447469234,"K4III",5.909
37.2020603568155,29.9317579328378,"G0V",5.901
222.90959537708335,-43.575360151666665,"B5IV",4.313
82.53949562347,-47.07765448522999,"F8/G2",5.453
67.05528185229,83.80778722592,"B5V",5.507
273.91922735282,-63.05536391428,"K0III/IV",5.582
337.28326098312,9.12903504478,"K5III",5.574
333.19926787101,34.60459099330001,"K2-IIIb",5.343
64.33009093225,-6.472173861280001,"K0II",5.932
281.2080769282875,2.0600390126902774,"B9IIIe",5.005
33.15641592691,24.16778082147,"K0",5.95
269.17433319036,-28.065394776129995,"A7III/IV",5.763
86.85914823325,17.72914224062,"F0III",5.455
142.98642072335,11.299821799159998,"G9.5III",4.963
272.1895496947258,20.81455682891472,"B2IV",4.347
201.86318348636,-15.97357933994,"K0III-IIIbCN1.5CH0.5",4.75
210.59492554608997,-27.429775764160002,"K2/3III",5.469
256.34454343007,12.740826493930001,"A3V",4.871
343.60404479825996,84.34617533776,"K4III",4.684
299.30778169039,40.36782588208,"B5V",5.455
73.79667525834,-74.93685317136,"K4III",5.449
233.65549239999,-28.047020260619995,"K2/3III",5.138
130.48712388091,-45.41071177768001,"B6Iab/b",5.227
157.96406415373,32.37955702123,"A0Va-",5.905
345.88701037189,67.20921066429,"K3III",5.23
264.13689643142993,-38.63524773571,"G8/K0III/IV",4.267
66.86987282863,11.21228039139,"B8IV",5.87
91.53884947064,-14.93525538716,"A0V",4.663
286.58315061308,-52.34091134968,"F6V",5.174
246.10557681988996,55.20509631741,"A2pSi",5.734
251.16559671953001,-53.152316179079996,"G8III",5.967
319.48869364446,-17.9851386273,"B5II/III",5.383
128.50672575998,-2.15155556468,"A0V",5.792
230.02146378191998,51.95851514652,"A2.5IVp",5.64
110.5144945299,0.17712166635999999,"B9II-III",5.971
119.19466705582,-52.98234546298,"B3IV",3.431
338.90156570726,-23.991094127990003,"K1III",5.964
250.34628230335,-68.29612193362,"B7V",5.884
148.92917414907,49.81984301326,"A3III",5.269
2.07305179489,-8.824111623329998,"K1II",5.98
112.95168546233002,17.08604575659,"K2III",5.442
74.45269019554,23.94856851931,"K0III",5.806
312.4073637672199,12.545127466049998,"F5V",5.991
293.78024105841,-10.560442666599998,"G8.5IIIa",5.12
105.90863284214,10.95181764838,"K3III",5.117
201.45958819875997,-70.62725255886,"ApHg(Mn)",5.651
108.73813791076,-41.42639477364,"B8pSi",5.942
11.109131464189998,47.86398413428,"B5V",5.648
282.3958186932,-43.4340978241,"B9IV",5.587
249.09363126313713,-35.25533141158,"K5III",4.156
35.7278127758,-51.09212771103999,"A5V",5.898
17.915071527890007,30.089637934720002,"K0.5IIIb",4.511
129.92697514366,-29.561084594019995,"G6IIIbCN-0.5",4.872
89.20604058123,11.521058906840002,"K2III",5.884
234.1800951798441,-66.31703762546667,"K1/2III",4.104
24.27469243933,12.141782949709999,"F0V",5.535
126.81981469561,-70.09348349435,"A0V",5.507
351.9182764449,25.16727929745,"A0IIIpHg",5.979
82.00670855092,17.23912988068,"M1III",5.758
331.50813620808,45.01434730194,"K5III",5.07
112.4531745852,27.916120362050002,"G9IIIb",5.01
116.88127311314999,-46.60848992387,"B2III",5.208
45.564370170770005,-71.90245529105,"B8III/IV",5.499
6.35086817996,1.9396924805599995,"G8III",5.77
83.56988934151,3.76690626705,"A1V",5.326
102.59070168661,-17.08455232328,"K3III",5.771
272.1450665774567,-63.668561979886384,"kA4hF0mF2III",4.328
281.59267448612,75.43395556218,"A1Vn",5.358
187.48884300663,58.40574113977001,"A8V",5.347
91.24316213578,4.1586624615400005,"G6II",5.621
93.0838544895,32.6933815585,"M1III",5.769
230.65571287299,39.581461626899994,"K4III",5.532
286.82555136207,36.100159017909995,"B6IV",5.253
241.64809992840003,-36.80227052962,"B2.5Vn",4.201
253.64872525859997,-6.15398095653,"K1IICNIII",5.23
232.85380670972,77.34935996109,"K5-IIICN0.5",4.982
234.72732241396,-19.30189099624,"G8III/IV",5.359
96.04299754583002,-11.53008762987,"K2III",5.207
275.70433189579,17.8266165815,"K3III",5.249
257.19808091933,-30.403717306220003,"Fm_dD",5.911
45.21754594346,52.35173558953,"B7V",5.219
135.49161403096,-0.48267433147999994,"K0III",5.627
210.86044305239,-56.21343442645,"K2III",5.923
217.58726229459,-49.5190370956,"A2Vs+A2Vs",5.376
269.73203144506,-36.85837457678,"G8III",5.737
112.27372998042001,-38.81206732199,"B3V",5.395
81.70928884671,3.0956728206000004,"B2IV",4.611
129.84935209746,-53.43976877563,"B5V",5.439
132.41316210862,-40.32015776536,"A2/3IV",5.465
235.47798575595,18.464036501860004,"A8Vam",5.792
343.00847439764,43.31241718256,"M1III",4.938
97.69285296765,-27.76957996983,"B3IV/V",5.903
292.34934788056,-43.44519514898,"A7VkA2mA5",5.701
95.73262591707,-56.36996684245,"A1mA3-A9",5.598
17.58104230056,25.457762158380003,"K5III-IIIb",5.797
233.81749413739,53.92214149778,"K4III:",5.964
51.59385361266,-27.317479777350005,"K0III",5.933
15.76057062535,-4.836599219039999,"K0/1III",5.408
357.63868660385,-14.401496980459996,"K4.5IIIb",5.691
151.0872558124,-24.28554030968,"F0V",5.701
62.70775351963,26.48095457622,"F2IV-V",5.387
245.52426610955,30.8919959578,"G9IIIFe-0.5",4.849
266.43328165493534,-64.72387146468638,"K2II",3.581
282.15793684554,-65.07768004034,"A8V",5.701
3.04160235158,-17.938250812530004,"K4III",5.265
286.74417872208335,11.071227038333333,"B8III",5.086
61.09028579395001,24.10601795991,"K1II+B7.5IV:",5.512
340.87490106366994,-41.41434552536389,"K0III",4.835
16.988183246159995,20.739069550719996,"A3V",5.563
151.7895807253,-17.14173273348,"K5III-IIIb",5.582
72.32950039785,32.588192213700005,"A8m",5.824
349.96843909617,42.07806989614,"M0III",5.789
229.37853938357503,-58.80120701859055,"A3Va",4.057
330.5190526126099,58.000363821810005,"O9IV(n)var+B1:V:",5.542
113.91550959642001,-52.53383586569,"K3III",4.92
53.39597548492,39.89947684169999,"A3V",5.776
113.64497812369001,-27.01227516776,"K1III",5.77
273.97271712143,-44.20645337761,"G8/K0III",5.451
162.84883931901,59.32011985082001,"K2III",5.562
306.36178107509,-28.663263825499993,"G8II/III",5.858
110.22881407092,-26.963836802879992,"B3V",5.986
19.86664022127417,27.264058655233615,"A3V",4.748
130.33130244081,-78.96336274946,"B8V",5.453
198.88312406305997,40.85520268998,"A7V",5.777
240.8037395438433,-49.22969591545055,"G8III",4.643
342.83724361593994,-29.53630657697,"G8/K0III",5.987
40.166811874223335,-39.855376525024454,"K0IIIb",4.116
260.43171081135,39.97466819411999,"F7V",5.561
241.62271525201,-45.17328002381,"kA3hA7mF0III:",4.713
289.45416325481,11.59542442118,"F0IV",5.283
158.77287640462,75.71290185511,"G8III-IIIb",4.853
36.20440681295,10.61055865008,"B7IV",5.478
315.30360318112,36.02601182737,"G5III",5.997
97.82637888349,-51.82596004833,"F8VFe-0.4",5.573
204.34781701879,-46.427897854899996,"B8V",5.889
285.05699079696,50.533466286250004,"B2.5IV",5.377
163.93493451649,33.5069289575,"K1III",5.034
30.858785166533742,72.42129411554222,"A2V",3.938
93.212760612,65.71842110257,"K1III-IIIbCH-0.5",5.344
319.484525485715,-32.17254768084916,"A0V",4.708
222.32779307616997,46.11620400292,"F6IVs",5.757
316.59709137632,71.43179780458,"F3IV",5.877
125.72982578277998,-52.12372894634,"A0V",5.887
81.11869583303,-16.975776559,"A0V",5.636
215.13930164992001,-37.88529206459917,"A0IV",4.034
233.23008856487002,-16.85284478365,"B3V",5.499
138.45088824213,43.21783165359,"B9IVpHgMn",5.282
134.31229037794,15.322766600059998,"A5III",5.22
316.37194043602994,78.12639143576,"B8Vn",5.907
259.1321407950699,1.2105551531399998,"B3V",5.921
55.59435804525584,33.965026028095004,"B0.5V",4.972
300.88944426035,-37.94068496055001,"K4III",4.764
127.44014480686,-46.33169873658,"B5III",5.969
2.8934196613399994,-27.79971967199,"K2III",5.404
271.56332127397,-4.75125243749,"K1IV",5.741
153.44134480788,-40.34602768118,"K1III",5.893
21.4051643485,-14.598785158179998,"K2+III-IIIbCN0.5",4.907
16.82776800901,-61.775288419679995,"G5III",5.342
54.96300806981,3.05686614906,"K0III",5.555
314.56812767592,22.32590734537,"K3.5III",5.288
193.57774734295,-11.64856981379,"A1V",5.975
149.55573074685,12.444805729768333,"B6IV",5.26
173.7703509722,54.78539853085,"K0III",5.628
228.95448998707997,0.37213761778000004,"A5V",5.623
108.35010427762,-22.67424163176999,"K4III",5.96
292.34230847622,14.596019196950001,"K0III",5.564
23.23351865657,-36.86523481285,"K1/2III",5.493
240.57371451623,22.80445253994,"A3V",4.817
185.83994862939997,-24.840670401719997,"K1III",5.658
216.00365869224999,8.24396758779,"A3V",5.93
12.208422895640002,50.96816512721001,"B9III",4.891
290.46206439322,-18.30838925039,"K0III",5.845
290.98541873994,43.38816871825,"G7IIIa",5.853
95.94202257163,4.59288236137,"A8V(n)",4.398
130.60577751422,-53.11398427158306,"B3IV",4.815
123.39269460753002,-50.19607520281001,"M1III",5.514
130.15428340004624,-59.76100474516722,"B2III",4.313
85.56331028904,-34.66781664458,"B9/9.5V",5.283
13.92666733333,-7.347148720240001,"K5III",5.85
186.34056059642998,-35.18641625437,"B9IV/V",5.707
197.4874539107,-5.53900406522,"A1IVs",4.397
109.06447157274002,-46.77453323223,"K4III",5.622
143.70596174273416,52.05147921795417,"A0Vn",4.463
11.237719033110002,-42.67655893448,"F0V",5.926
295.64170252499997,11.826581677777778,"G2Ib",5.66
44.80282615833333,21.340072783333333,"A3IVs",5.57
215.84456449274998,8.44661850144,"A0V",5.037
220.18149546561997,16.41832665586,"B9IIIpHgMnSi",4.893
225.4538372041667,-0.14029779444444446,,5.93
349.65621894028,68.11144363651,,4.87
269.77200303886417,-30.253024736304997,"M1Ib",5.17
223.30654583333333,-73.190075,,5.77
238.40299355906,-25.32713872595,,4.71
161.71341242856496,-64.38347348587473,"B4V",4.83
243.59318791511998,-33.01108820133,"K0III",5.918
193.45383256528,-60.37624162151,"B5I",5.94
181.23839412405997,-60.968253065949995,"M2III",5.96
200.56785899532,-52.18295315966,"B2Ib",5.91
205.72917245213,-41.401099737340004,"K0III",5.956
196.64617561848,-41.58844370409,"K0II/III",5.588
206.40371343302,-26.11601024983,"A0V",5.795
225.30457001518997,-38.058397734859994,"K2/3III",5.869
221.98981998367998,-26.64616979946,"B9.5V",5.764
239.41859841711997,-20.983078488889998,"B3V",5.836
229.09587775037,-22.39941430414,"K2III",5.506
214.65937733738,-18.71596258174,"ApSi(Cr)",5.9
354.59952602543996,-76.86954351672,"K0II/III",5.983
285.01485740439,-66.65361638144,"K0III",5.971
315.08951227117996,-51.2653134076,"F5.5V",5.761
359.3329547462299,-62.95659740385,"A1IV",5.943
345.99849532198,-41.47889468133,"K0III",5.796
344.89899076428,-29.462311848029994,"F0V",5.503
300.49416398695996,-13.63721529188,"A1IV",5.69
197.78700371774,-42.23290045193,"F5IV",5.772
186.6495666666667,-63.09909166666667,"B0.5IV",1.28
186.65184166666666,-63.09952222222222,"B1V",1.58
207.95916737782,-32.99467648645,"B9IV",5.98
234.84268390835,36.63682976616,"B9V",5.93
270.37484989855,21.59539009657,"G5III",5.1
146.77812565874,-65.07286187981,"B7III",5.99
7.942967499999998,54.5221944,"B8.5V",5.63
82.69628499938375,5.948367714954444,"B7V",5.76
101.55984657077,59.44182007181999,"A2V",5.99
178.227274775,-33.907975699999994,,5.47
191.57059706420708,-68.10787540935777,"B3V",4.0
226.28015445,-47.05108939722222,"B5IV",4.62
353.4884461708333,31.325287244444446,,5.95
44.56531815678001,-40.30467763811,"A3IV-V",3.18
44.56834883087999,-40.30469619625,"A1V",4.11
58.57292419497001,-2.9547332574099996,"G6.5III",4.7
82.31874510964,25.15021276718,"B8.5V",5.84
82.81055291752,3.2921333328899998,,5.74
87.40226422185,-14.483666627319996,,5.58
104.02769133073001,-14.043430901050002,"K2/3III",5.09
101.55887961083,59.44166893327,"A1.5V",5.44
173.06835202338,-29.261022131360008,"F8V",5.58
174.1456078216,-33.57005997916,,5.89
224.13356278554997,-47.87919673172001,,5.99
226.27953012499998,-47.05126153888888,"B5V",4.58
246.39632737969998,-23.44717545576,"B1V",5.05
270.3767028390399,21.59578115066,"A2IV",4.83
273.14201493675,-73.67243586786,"F5V",5.91
314.62513989351874,50.461791863676666,"B7IVn",5.96
357.20904633328,62.21451542342,"A3Ia",5.59
267.61830416694,-53.61240688232,"B2/3Vnn",5.71
42.56159860039,-35.84361756287,"K0III",5.92
302.22228643703,77.71142098602,"B9III",4.4
332.66162268209996,70.13257468439,"F2V",5.52
170.839167747065,-64.9547150914289,"B5IV",5.39
233.70060521505997,10.53885562508,"F0IV",4.14
233.70072992077996,10.53775277531,"F0IV",5.13
201.30802711151,-64.48514918642,"F3IV",5.312
25.915158204820003,50.688731423610555,"B1.5V:e-shell",4.06
344.26875859131,48.6840682288,"B4IIIpe",5.43
24.428522833333336,-57.236752805555554,"B6Vpe",0.46
127.36451439963648,-44.724812124585426,"B3III/IV",5.15
249.09401187491,-42.85886170216,"O8.5Iab(f)p",5.52
99.65681556005,-48.22018367463,"G8III",5.03
65.854433633,16.77726412056,"kA4VmF2/5IIIp",5.625
66.576929680205,22.81358040320972,"A8Vn",4.282
66.58654508539,15.61830113545,"F0V",4.48
60.20319248034,18.19400140845,"F4V",5.865
64.59671248392,21.57921915886,"F0V",5.631
66.34235197098376,22.29387108502889,"A7IV-V",4.201
66.35423019571,22.19999875489,"F0Vn",5.264
66.37243632776791,17.927906511884448,"A2IV-Vs",4.298
65.51465891589,14.077198034739999,"kA3hF2mF2(III)",5.71
69.53933588588,16.033256286420002,"F0V",5.776
69.818759146975,15.917975305087777,"A5Vn",4.665
67.66203799716,15.69187789749,"kA3hA8mF3",5.454
71.50725170684,11.705586758219999,"Am",5.346
75.77394385053,21.589961196090005,"A7V",4.615
77.43789055306,28.03046847618,"A7VAm:",5.997
84.26556487781,17.040327159060002,"F0V",5.525
101.37995320519,-30.94898047006,"B1.5Vne",5.68
272.52422378219,-30.72866675805,"K1III",5.65
148.57356275421,-45.28351317603,"B5V",5.81
106.66985883749999,-11.29401606388889,"B0.7Ib",5.7
314.6251410526443,50.461789143606175,"B7IVn+B7IV",5.9
349.77799665901,-13.458840554000002,"G8.5IV",5.18
166.33292728684,-27.293624097650003,"F3IV/V",4.912
173.08647330000002,61.082749400000004,"F4V",5.64
260.251560504735,-21.112936391930834,"F2V",4.387
109.52324549807,16.54038599479,"A4IV",3.559
292.46744136653,-26.98560541045,"K1/2III",5.49
336.6557107853308,4.393779330436666,"F7V",5.81
343.13137565518,-32.87546048931001,"A0VpSrCrEu",4.51
1.579897185462917,-49.07518645822445,"F7V",5.76
224.13355571123532,-47.87919625184999,"B9V",5.64
231.33422109391,-38.733609733799995,"A0V",4.6
233.78520144771352,-41.16675686900692,"B2IV",2.765
236.0944756286988,-41.81908836734631,"A0V+B",5.93
249.60954995647,-43.39842470052,"B2V",5.83
315.61318942771,-38.53096956789,"K2III",5.94
265.09927324399,-49.41558312680999,"F4V",4.77
257.91119191035995,-48.87339026323,"M1/2III",5.98
318.0571366964,-40.26936139017,"F5V",5.83
318.26278445203,-39.42491937233,"F6VFe-0.9CH-0.5",5.26
235.29740336214545,-44.66120602675139,"F4V",4.633
266.03626308953,-51.8340532231,"G3IV-V",5.15
230.53446116810002,-47.927792546899994,"F6III-IV",5.0
277.48640719328,-57.523141604420005,"K0III",5.74
327.06562984757784,-47.30361608148555,"G2V",5.58
272.60897375283,-62.002220050560005,"G0V",5.49
234.98559875451,-59.90833531057,"F6IV",5.95
227.81659721801998,-55.34602997552,"G1/3Ib/II",5.43
218.37486872632,-52.67951861545,"K0III",5.87
246.98893977326998,-64.0579404215,"F0IV",5.29
218.38486475619996,-54.99862197746,"F5IV",5.87
300.09622279836,-66.94942119959,"K0III",5.76
260.49782373427,-67.77066898815,"K2-III",4.78
284.23762080635,-67.23349478091,"G5Iab/b",4.4
330.8402234423433,-56.785978554364995,"K5V",4.69
223.14691149792,-63.80982131411001,"F8II",5.96
247.11725943877,-70.08439580831,"F9V",4.899
214.96459465449,-61.272973803119996,"A5/7mA7-F2",5.23
272.8158638523099,-75.89152322845,"K2III",5.86
322.1871894237145,-69.50538405830444,"M5III",5.62
223.306546522538,-73.1900725757835,"G7III",5.6
250.76941073843165,-77.51743314838694,"K0III",4.24
316.17942781892043,-77.02376835555778,"F6(m)pec",5.15
336.1536891218721,-72.25541339929612,"G9VFe-3.1CH-1.5",5.29
327.72734813237383,-82.71890139568454,"G8/K0III",5.29
186.87031943213998,-58.99177100322999,"M4/5III",5.5
352.01577299963,-87.48221293608,"K2III",5.49
317.19526487582993,-88.95649953627,"F0IV",5.42
176.6284285025679,-61.178399611954156,"G5Ib/II",4.1
7.889259602566249,-62.96559275413723,"A3IV",4.514
169.818473090975,-64.5824900939661,"F5V",5.99
166.70781443137,-70.87794636938,"B3IV/V",5.57
171.42976914742206,-63.97247704278639,"F7V",5.17
174.53028989032,-61.82653122357,"ApHgMn",5.14
174.25218495737,-61.28344338680999,"K0III",5.15
173.73687790279,-49.13648476026001,"K1III/IV",5.5
8.6159649977,-52.37309151753,"F6V",5.57
7.854087689519999,-48.80351425326,"A1Va",4.77
10.10695777976875,-59.45460181939334,"G0VFe-0.9CH-0.4",5.9
10.67479064874,-60.262806562630004,"K3III",5.98
141.03843482703,-80.78687709145,"F3/5III/V",5.36
126.08286124437,-80.91422709735,"G8III",5.69
84.29119518613084,-80.46912070924,"G0V",5.67
141.77629204506,-71.60189424922,"K0/1III",5.47
154.77113561792325,-64.67625764806544,"A1V",5.67
156.2475745576,-58.57630226122,"F2II/III",5.93
159.68748437816,-59.182995750139995,"K4/5(III)",4.87
161.7394725148058,-56.75719191608555,"B5III",5.23
83.68659149077,-73.74127806196,"M2/3III",5.85
92.56030242653,-74.75304398106,"G7V",5.069
154.65795220498,-56.11039361256,"F6V",5.8
157.84092029716916,-53.71548360761639,"F9VFe-0.8CH-0.7",4.89
25.62214382373,-53.74083095924,"F9V",5.52
52.34448925269125,-62.937528939337504,"F3IV/V",4.7
104.96056281194,-67.91644452569,"K3III",5.17
96.36929452899001,-69.69030000159,"G8III",5.38
137.74202206644335,-58.966900555078894,"B2IV-V",3.4
133.76186707720834,-60.644609514066666,"B8II-III",3.8
40.16505561463,-54.54991191877,"F6V",5.21
65.47219057514,-63.38639076357,"G8III",5.24
132.90214974199,-57.63357560202,"B8III",5.59
122.25265382019748,-61.30237386073695,"F6VFe-0.8CH-0.4",4.742
134.8507569791233,-59.083711773961944,"F4V",5.16
144.3027164362565,-53.66850944287418,"A2/3V",5.467
40.63944444959251,-50.800293093935,"F8V",5.4
88.52522743824083,-63.08978028735111,"K2III-IV",4.66
119.90642627724,-60.58706218006,"M1.5IIb",5.18
143.43557863939196,-49.00507612732815,"B5III",5.12
130.0733305508675,-52.921909895522504,"B3/5(V)",3.63
64.00661092702,-51.48664797621,"F1V",4.2
39.9498970861,-42.89181086204,"A1Vb",4.75
101.82795129716001,-55.53999000123,"K5III",5.61
102.48403810537876,-50.61453869751139,"K1III",2.93
98.7440832478354,-52.975609280170005,"A0II",4.4
88.70871381838,-52.63548061132,"F1V",5.29
79.84222921431,-50.60596716578,"F6IV",5.45
114.57586847574,-48.60143459937999,"F7Ib/II",5.658
122.99986135138002,-46.64434951026,"F7Ib/II",5.76
107.69784493863001,-48.93209711515,"K2III",5.09
115.73789834720458,-45.17311541363444,"G8IV-V",5.04
130.07989894328,-40.26387124206,"kB8hA0III(CrEu)",5.22
292.9430076608333,34.452968734166674,"B3IV",4.72
257.00859037168993,35.93518867109999,"kA5hF0VmF2",5.39
259.33153256206,33.10010232779,"B2V",4.8
271.9562610383799,26.09733280848,"A3V",5.79
311.66458259985995,16.124293954090003,"K1IV",4.25
252.39440798503998,13.261137624720002,"A1V",5.91
279.11597611864,9.12249158587,"F5III",5.39
253.50196471632205,10.165361384452224,"B8V",4.38
281.36818422654176,5.500123348887871,"A1V+A2V",5.83
284.06100425853,4.202127620450001,"A5Vn",4.98
232.15932091851997,1.8420796482300004,"A6III",5.17
236.52348552778,-1.8041903729800002,"B8IV/V",5.39
294.44715784154,-4.64764028272,"F5Vm",5.68
237.81496656670913,-3.090506257276667,"A2IV-Vn",5.1
298.65688526334,-8.22728931729,"B7Vn",5.71
280.56844541004,-9.05255247835,"F2II-III",4.71
243.90529281485533,-8.369439479286111,"G2Va",5.5
297.6949325759,-10.76350929441,"F5VFe-1CH-0.7",5.39
308.0987278739467,-9.853384505661388,"G2.5IV",5.65
303.10779404371,-12.6174975276,"F7VFe-0.5",5.85
278.180508689005,-14.86566172224111,"K3-Ib-IICN1",5.51
264.40084624254996,-15.571033054219999,"F0IV",5.94
295.8897821816462,-15.4700211537394,"F6IV-V",5.49
306.83000777046,-18.21169400823,"B3/5V",5.14
240.08181506569753,-16.53341207649778,"F8V",5.45
284.00280796656,-23.17375324475,"B5/7III",5.93
272.93055316182,-23.701231598440007,"K0III",4.98
270.71291093894,-24.28246728687,"F2II-III",5.34
259.50283457924,-24.286902213380003,"G8III",5.11
298.95984395829544,-26.29935924974028,"G5IV",4.7
238.40299500192566,-25.327141311417428,"B2.5Vn",4.59
291.26684362094,-29.30935774853,"K3III",5.93
301.08163754481996,-32.05629631122,"K1III/IV",4.99
314.19721527296997,-26.2963778693,"F6V",5.7
268.08233896457,-34.41684179057,"G8/K0III",5.85
268.47822134458335,-34.75271816055555,"B9V+B9V",5.96
